"productkey","orderdatekey","customerkey","totalproductcost","salesamount"
529,"20221003",24562,"? 1.49","3.99"
537,"20221003",11236,"? 13.09","35.00"
528,"20221003",11236,"? 1.87","4.99"
222,"20221003",11236,"? 13.09","34.99"
225,"20221003",12598,"? 6.92","8.99"
537,"20221003",12982,"? 13.09","35.00"
528,"20221003",12982,"? 1.87","4.99"
481,"20221003",12982,"? 3.36","8.99"
353,"20221003",12023,"? 1,265.62","2319.99"
537,"20221003",12023,"? 13.09","35.00"
566,"20221003",28691,"? 461.44","742.35"
222,"20221003",28691,"? 13.09","34.99"
357,"20221003",15171,"? 1,265.62","2319.99"
478,"20221003",15171,"? 3.74","9.99"
477,"20221003",15171,"? 1.87","4.99"
484,"20221003",15171,"? 2.97","7.95"
581,"20221003",24303,"? 1,082.51","1700.99"
489,"20221003",24303,"? 41.57","53.99"
225,"20221003",24303,"? 6.92","8.99"
378,"20221003",21888,"? 1,554.95","2443.35"
540,"20221003",21888,"? 12.19","32.60"
529,"20221003",21888,"? 1.49","3.99"
480,"20221003",21888,"? 0.86","2.29"
374,"20221003",21894,"? 1,554.95","2443.35"
378,"20221003",21876,"? 1,554.95","2443.35"
477,"20221003",21876,"? 1.87","4.99"
479,"20221003",21876,"? 3.36","8.99"
465,"20221003",21876,"? 9.16","24.49"
572,"20221003",29274,"? 461.44","742.35"
486,"20221003",29274,"? 59.47","159.00"
562,"20221003",24801,"? 1,481.94","2384.07"
217,"20221003",24801,"? 13.09","34.99"
576,"20221003",24796,"? 1,481.94","2384.07"
477,"20221003",24796,"? 1.87","4.99"
479,"20221003",24796,"? 3.36","8.99"
578,"20221003",25993,"? 755.15","1214.85"
530,"20221003",25993,"? 1.87","4.99"
467,"20221003",25993,"? 9.16","24.49"
541,"20221003",25993,"? 10.84","28.99"
605,"20221003",12754,"? 343.65","539.99"
477,"20221003",12754,"? 1.87","4.99"
479,"20221003",12754,"? 3.36","8.99"
488,"20221003",12754,"? 41.57","53.99"
574,"20221003",29357,"? 1,481.94","2384.07"
479,"20221003",29357,"? 3.36","8.99"
477,"20221003",29357,"? 1.87","4.99"
575,"20221003",12703,"? 1,481.94","2384.07"
225,"20221003",12703,"? 6.92","8.99"
528,"20221004",15263,"? 1.87","4.99"
536,"20221004",15263,"? 11.22","29.99"
217,"20221004",15263,"? 13.09","34.99"
529,"20221004",17350,"? 1.49","3.99"
539,"20221004",17350,"? 9.35","24.99"
472,"20221004",17350,"? 23.75","63.50"
475,"20221004",13954,"? 26.18","69.99"
481,"20221004",13954,"? 3.36","8.99"
476,"20221004",26149,"? 26.18","69.99"
481,"20221004",26149,"? 3.36","8.99"
479,"20221004",19972,"? 3.36","8.99"
477,"20221004",19972,"? 1.87","4.99"
361,"20221004",14712,"? 1,251.98","2294.99"
478,"20221004",14712,"? 3.74","9.99"
217,"20221004",14712,"? 13.09","34.99"
363,"20221004",19067,"? 1,251.98","2294.99"
485,"20221004",19067,"? 8.22","21.98"
473,"20221004",19067,"? 23.75","63.50"
363,"20221004",19037,"? 1,251.98","2294.99"
483,"20221004",19037,"? 44.88","120.00"
490,"20221004",11706,"? 41.57","53.99"
489,"20221004",11697,"? 41.57","53.99"
225,"20221004",11697,"? 6.92","8.99"
535,"20221004",26046,"? 9.35","24.99"
528,"20221004",26046,"? 1.87","4.99"
471,"20221004",26046,"? 23.75","63.50"
535,"20221004",26501,"? 9.35","24.99"
465,"20221004",26501,"? 9.16","24.49"
535,"20221004",26246,"? 9.35","24.99"
480,"20221004",26246,"? 0.86","2.29"
540,"20221004",13860,"? 12.19","32.60"
529,"20221004",13860,"? 1.49","3.99"
480,"20221004",13860,"? 0.86","2.29"
528,"20221004",12202,"? 1.87","4.99"
536,"20221004",12202,"? 11.22","29.99"
485,"20221004",12202,"? 8.22","21.98"
478,"20221004",12202,"? 3.74","9.99"
477,"20221004",12202,"? 1.87","4.99"
529,"20221004",13474,"? 1.49","3.99"
540,"20221004",13474,"? 12.19","32.60"
217,"20221004",13474,"? 13.09","34.99"
231,"20221004",13474,"? 38.49","49.99"
477,"20221004",16479,"? 1.87","4.99"
478,"20221004",16479,"? 3.74","9.99"
214,"20221004",16479,"? 13.09","34.99"
478,"20221004",20692,"? 3.74","9.99"
477,"20221004",20692,"? 1.87","4.99"
217,"20221004",20692,"? 13.09","34.99"
478,"20221004",20633,"? 3.74","9.99"
477,"20221004",20633,"? 1.87","4.99"
489,"20221004",20633,"? 41.57","53.99"
478,"20221004",20443,"? 3.74","9.99"
477,"20221004",20443,"? 1.87","4.99"
463,"20221004",20443,"? 9.16","24.49"
478,"20221004",21247,"? 3.74","9.99"
477,"20221004",21247,"? 1.87","4.99"
475,"20221004",20020,"? 26.18","69.99"
225,"20221004",20020,"? 6.92","8.99"
475,"20221004",20119,"? 26.18","69.99"
477,"20221004",17406,"? 1.87","4.99"
480,"20221004",17406,"? 0.86","2.29"
477,"20221004",24625,"? 1.87","4.99"
225,"20221004",24625,"? 6.92","8.99"
528,"20221004",15292,"? 1.87","4.99"
478,"20221004",15292,"? 3.74","9.99"
477,"20221004",15292,"? 1.87","4.99"
222,"20221004",15292,"? 13.09","34.99"
485,"20221004",13921,"? 8.22","21.98"
214,"20221004",13921,"? 13.09","34.99"
536,"20221004",20881,"? 11.22","29.99"
528,"20221004",20881,"? 1.87","4.99"
214,"20221004",20881,"? 13.09","34.99"
225,"20221004",20881,"? 6.92","8.99"
528,"20221004",19907,"? 1.87","4.99"
535,"20221004",19907,"? 9.35","24.99"
480,"20221004",19907,"? 0.86","2.29"
535,"20221004",17636,"? 9.35","24.99"
528,"20221004",17636,"? 1.87","4.99"
225,"20221004",17636,"? 6.92","8.99"
214,"20221004",17636,"? 13.09","34.99"
530,"20221004",18165,"? 1.87","4.99"
214,"20221004",18165,"? 13.09","34.99"
537,"20221004",11506,"? 13.09","35.00"
485,"20221004",15571,"? 8.22","21.98"
217,"20221004",15571,"? 13.09","34.99"
485,"20221004",18541,"? 8.22","21.98"
480,"20221004",18541,"? 0.86","2.29"
225,"20221004",12638,"? 6.92","8.99"
590,"20221004",14894,"? 419.78","769.49"
222,"20221004",14894,"? 13.09","34.99"
587,"20221004",14893,"? 419.78","769.49"
474,"20221004",14893,"? 26.18","69.99"
355,"20221004",16869,"? 1,265.62","2319.99"
485,"20221004",16869,"? 8.22","21.98"
217,"20221004",16869,"? 13.09","34.99"
359,"20221004",13088,"? 1,251.98","2294.99"
485,"20221004",13088,"? 8.22","21.98"
357,"20221004",16850,"? 1,265.62","2319.99"
217,"20221004",16850,"? 13.09","34.99"
361,"20221004",16854,"? 1,251.98","2294.99"
528,"20221004",16854,"? 1.87","4.99"
537,"20221004",16854,"? 13.09","35.00"
484,"20221004",16854,"? 2.97","7.95"
363,"20221004",16867,"? 1,251.98","2294.99"
485,"20221004",16867,"? 8.22","21.98"
478,"20221004",16867,"? 3.74","9.99"
477,"20221004",16867,"? 1.87","4.99"
234,"20221004",16867,"? 38.49","49.99"
357,"20221004",12949,"? 1,265.62","2319.99"
485,"20221004",12949,"? 8.22","21.98"
222,"20221004",12949,"? 13.09","34.99"
357,"20221004",16145,"? 1,265.62","2319.99"
480,"20221004",16145,"? 0.86","2.29"
563,"20221004",16829,"? 1,481.94","2384.07"
481,"20221004",16829,"? 3.36","8.99"
357,"20221004",15214,"? 1,265.62","2319.99"
537,"20221004",15214,"? 13.09","35.00"
528,"20221004",15214,"? 1.87","4.99"
467,"20221004",15214,"? 9.16","24.49"
217,"20221004",15214,"? 13.09","34.99"
361,"20221004",15134,"? 1,251.98","2294.99"
537,"20221004",15134,"? 13.09","35.00"
386,"20221004",17920,"? 713.08","1120.49"
214,"20221004",17920,"? 13.09","34.99"
386,"20221004",17921,"? 713.08","1120.49"
388,"20221004",26566,"? 713.08","1120.49"
222,"20221004",26566,"? 13.09","34.99"
490,"20221004",26566,"? 41.57","53.99"
465,"20221004",26566,"? 9.16","24.49"
386,"20221004",26745,"? 713.08","1120.49"
529,"20221004",26745,"? 1.49","3.99"
539,"20221004",26745,"? 9.35","24.99"
380,"20221004",21897,"? 1,554.95","2443.35"
477,"20221004",21897,"? 1.87","4.99"
479,"20221004",21897,"? 3.36","8.99"
225,"20221004",21897,"? 6.92","8.99"
574,"20221004",27106,"? 1,481.94","2384.07"
573,"20221004",27296,"? 1,481.94","2384.07"
225,"20221004",27296,"? 6.92","8.99"
490,"20221004",27296,"? 41.57","53.99"
574,"20221004",27294,"? 1,481.94","2384.07"
214,"20221004",27294,"? 13.09","34.99"
231,"20221004",27294,"? 38.49","49.99"
578,"20221004",25977,"? 755.15","1214.85"
217,"20221004",25977,"? 13.09","34.99"
560,"20221004",25986,"? 755.15","1214.85"
222,"20221004",25986,"? 13.09","34.99"
605,"20221004",23815,"? 343.65","539.99"
529,"20221004",23815,"? 1.49","3.99"
538,"20221004",23815,"? 8.04","21.49"
486,"20221004",23815,"? 59.47","159.00"
604,"20221004",23454,"? 343.65","539.99"
538,"20221004",23454,"? 8.04","21.49"
529,"20221004",23454,"? 1.49","3.99"
480,"20221004",23454,"? 0.86","2.29"
584,"20221004",23723,"? 343.65","539.99"
479,"20221004",23723,"? 3.36","8.99"
477,"20221004",23723,"? 1.87","4.99"
228,"20221004",23723,"? 38.49","49.99"
467,"20221004",23723,"? 9.16","24.49"
386,"20221004",14885,"? 713.08","1120.49"
217,"20221004",14885,"? 13.09","34.99"
386,"20221004",20186,"? 713.08","1120.49"
581,"20221004",18502,"? 1,082.51","1700.99"
217,"20221004",18502,"? 13.09","34.99"
463,"20221004",18502,"? 9.16","24.49"
225,"20221004",18228,"? 6.92","8.99"
582,"20221004",18228,"? 1,082.51","1700.99"
604,"20221004",13770,"? 343.65","539.99"
584,"20221004",27009,"? 343.65","539.99"
217,"20221004",27009,"? 13.09","34.99"
605,"20221004",24698,"? 343.65","539.99"
222,"20221004",24698,"? 13.09","34.99"
564,"20221004",15676,"? 1,481.94","2384.07"
222,"20221004",15676,"? 13.09","34.99"
539,"20221005",17281,"? 9.35","24.99"
539,"20221005",14018,"? 9.35","24.99"
539,"20221005",14315,"? 9.35","24.99"
480,"20221005",14315,"? 0.86","2.29"
484,"20221005",14315,"? 2.97","7.95"
536,"20221005",16697,"? 11.22","29.99"
528,"20221005",20986,"? 1.87","4.99"
480,"20221005",20986,"? 0.86","2.29"
477,"20221005",23644,"? 1.87","4.99"
217,"20221005",23644,"? 13.09","34.99"
475,"20221005",26671,"? 26.18","69.99"
480,"20221005",15434,"? 0.86","2.29"
479,"20221005",20224,"? 3.36","8.99"
477,"20221005",20224,"? 1.87","4.99"
588,"20221005",16428,"? 419.78","769.49"
536,"20221005",16428,"? 11.22","29.99"
528,"20221005",16428,"? 1.87","4.99"
217,"20221005",16428,"? 13.09","34.99"
590,"20221005",17965,"? 419.78","769.49"
228,"20221005",17965,"? 38.49","49.99"
357,"20221005",16424,"? 1,265.62","2319.99"
485,"20221005",16424,"? 8.22","21.98"
357,"20221005",12735,"? 1,265.62","2319.99"
214,"20221005",12735,"? 13.09","34.99"
359,"20221005",14155,"? 1,251.98","2294.99"
483,"20221005",14155,"? 44.88","120.00"
588,"20221005",14701,"? 419.78","769.49"
477,"20221005",14701,"? 1.87","4.99"
478,"20221005",14701,"? 3.74","9.99"
222,"20221005",14701,"? 13.09","34.99"
583,"20221005",17998,"? 1,082.51","1700.99"
581,"20221005",18027,"? 1,082.51","1700.99"
217,"20221005",18027,"? 13.09","34.99"
480,"20221005",11276,"? 0.86","2.29"
484,"20221005",11276,"? 2.97","7.95"
529,"20221005",29269,"? 1.49","3.99"
231,"20221005",11844,"? 38.49","49.99"
539,"20221005",28974,"? 9.35","24.99"
535,"20221005",26494,"? 9.35","24.99"
480,"20221005",26494,"? 0.86","2.29"
541,"20221005",26255,"? 10.84","28.99"
530,"20221005",26255,"? 1.87","4.99"
480,"20221005",26255,"? 0.86","2.29"
538,"20221005",27422,"? 8.04","21.49"
529,"20221005",27422,"? 1.49","3.99"
214,"20221005",27422,"? 13.09","34.99"
540,"20221005",24448,"? 12.19","32.60"
529,"20221005",24448,"? 1.49","3.99"
222,"20221005",24448,"? 13.09","34.99"
535,"20221005",26284,"? 9.35","24.99"
480,"20221005",26284,"? 0.86","2.29"
536,"20221005",11659,"? 11.22","29.99"
480,"20221005",11659,"? 0.86","2.29"
478,"20221005",21760,"? 3.74","9.99"
477,"20221005",21760,"? 1.87","4.99"
217,"20221005",21760,"? 13.09","34.99"
478,"20221005",15468,"? 3.74","9.99"
477,"20221005",15468,"? 1.87","4.99"
477,"20221005",20774,"? 1.87","4.99"
478,"20221005",20774,"? 3.74","9.99"
484,"20221005",20774,"? 2.97","7.95"
225,"20221005",18913,"? 6.92","8.99"
476,"20221005",18913,"? 26.18","69.99"
474,"20221005",20742,"? 26.18","69.99"
228,"20221005",20742,"? 38.49","49.99"
225,"20221005",20742,"? 6.92","8.99"
528,"20221005",15573,"? 1.87","4.99"
528,"20221005",15563,"? 1.87","4.99"
214,"20221005",15563,"? 13.09","34.99"
225,"20221005",29259,"? 6.92","8.99"
477,"20221005",29259,"? 1.87","4.99"
528,"20221005",15296,"? 1.87","4.99"
480,"20221005",15296,"? 0.86","2.29"
475,"20221005",14542,"? 26.18","69.99"
225,"20221005",14542,"? 6.92","8.99"
529,"20221005",15701,"? 1.49","3.99"
540,"20221005",15701,"? 12.19","32.60"
222,"20221005",15701,"? 13.09","34.99"
485,"20221005",19050,"? 8.22","21.98"
217,"20221005",19050,"? 13.09","34.99"
535,"20221005",16473,"? 9.35","24.99"
477,"20221005",24045,"? 1.87","4.99"
477,"20221005",19180,"? 1.87","4.99"
214,"20221005",19180,"? 13.09","34.99"
477,"20221005",22496,"? 1.87","4.99"
225,"20221005",22496,"? 6.92","8.99"
214,"20221005",22496,"? 13.09","34.99"
538,"20221005",26212,"? 8.04","21.49"
480,"20221005",26212,"? 0.86","2.29"
530,"20221005",24715,"? 1.87","4.99"
467,"20221005",24715,"? 9.16","24.49"
541,"20221005",12567,"? 10.84","28.99"
530,"20221005",12567,"? 1.87","4.99"
530,"20221005",17723,"? 1.87","4.99"
479,"20221005",17723,"? 3.36","8.99"
477,"20221005",17723,"? 1.87","4.99"
530,"20221005",21682,"? 1.87","4.99"
480,"20221005",21682,"? 0.86","2.29"
485,"20221005",13219,"? 8.22","21.98"
537,"20221005",11877,"? 13.09","35.00"
225,"20221005",12651,"? 6.92","8.99"
478,"20221005",12565,"? 3.74","9.99"
477,"20221005",12565,"? 1.87","4.99"
491,"20221005",12565,"? 41.57","53.99"
465,"20221005",12565,"? 9.16","24.49"
592,"20221005",19843,"? 308.22","564.99"
363,"20221005",16845,"? 1,251.98","2294.99"
485,"20221005",16845,"? 8.22","21.98"
472,"20221005",16845,"? 23.75","63.50"
361,"20221005",16111,"? 1,251.98","2294.99"
485,"20221005",16111,"? 8.22","21.98"
478,"20221005",16111,"? 3.74","9.99"
477,"20221005",16111,"? 1.87","4.99"
482,"20221005",16111,"? 3.36","8.99"
570,"20221005",27763,"? 461.44","742.35"
541,"20221005",27763,"? 10.84","28.99"
225,"20221005",27763,"? 6.92","8.99"
530,"20221005",27763,"? 1.87","4.99"
567,"20221005",27771,"? 461.44","742.35"
214,"20221005",27771,"? 13.09","34.99"
568,"20221005",20923,"? 461.44","742.35"
214,"20221005",20923,"? 13.09","34.99"
577,"20221005",12623,"? 755.15","1214.85"
530,"20221005",12623,"? 1.87","4.99"
541,"20221005",12623,"? 10.84","28.99"
480,"20221005",12623,"? 0.86","2.29"
578,"20221005",12874,"? 755.15","1214.85"
388,"20221005",17922,"? 713.08","1120.49"
479,"20221005",17922,"? 3.36","8.99"
477,"20221005",17922,"? 1.87","4.99"
487,"20221005",17922,"? 20.57","54.99"
491,"20221005",17922,"? 41.57","53.99"
604,"20221005",27719,"? 343.65","539.99"
222,"20221005",27719,"? 13.09","34.99"
463,"20221005",27719,"? 9.16","24.49"
606,"20221005",25563,"? 343.65","539.99"
380,"20221005",21943,"? 1,554.95","2443.35"
353,"20221005",15595,"? 1,265.62","2319.99"
567,"20221005",29264,"? 461.44","742.35"
477,"20221005",29264,"? 1.87","4.99"
479,"20221005",29264,"? 3.36","8.99"
234,"20221005",29264,"? 38.49","49.99"
563,"20221005",27449,"? 1,481.94","2384.07"
479,"20221005",27449,"? 3.36","8.99"
477,"20221005",27449,"? 1.87","4.99"
217,"20221005",27449,"? 13.09","34.99"
606,"20221005",23463,"? 343.65","539.99"
222,"20221005",23463,"? 13.09","34.99"
583,"20221005",18545,"? 1,082.51","1700.99"
539,"20221005",18545,"? 9.35","24.99"
581,"20221005",18553,"? 1,082.51","1700.99"
580,"20221005",17586,"? 1,082.51","1700.99"
231,"20221005",17586,"? 38.49","49.99"
384,"20221005",25308,"? 713.08","1120.49"
568,"20221005",14305,"? 461.44","742.35"
489,"20221005",14305,"? 41.57","53.99"
561,"20221005",13011,"? 1,481.94","2384.07"
530,"20221005",13011,"? 1.87","4.99"
541,"20221005",13011,"? 10.84","28.99"
214,"20221005",13011,"? 13.09","34.99"
484,"20221006",11865,"? 2.97","7.95"
231,"20221006",11857,"? 38.49","49.99"
528,"20221006",11948,"? 1.87","4.99"
535,"20221006",11948,"? 9.35","24.99"
480,"20221006",11948,"? 0.86","2.29"
536,"20221006",16181,"? 11.22","29.99"
528,"20221006",16181,"? 1.87","4.99"
222,"20221006",16181,"? 13.09","34.99"
473,"20221006",16181,"? 23.75","63.50"
537,"20221006",21884,"? 13.09","35.00"
528,"20221006",21884,"? 1.87","4.99"
217,"20221006",21884,"? 13.09","34.99"
528,"20221006",27149,"? 1.87","4.99"
537,"20221006",27149,"? 13.09","35.00"
480,"20221006",27149,"? 0.86","2.29"
477,"20221006",22918,"? 1.87","4.99"
530,"20221006",27580,"? 1.87","4.99"
217,"20221006",27580,"? 13.09","34.99"
214,"20221006",15721,"? 13.09","34.99"
355,"20221006",12736,"? 1,265.62","2319.99"
477,"20221006",12736,"? 1.87","4.99"
478,"20221006",12736,"? 3.74","9.99"
489,"20221006",12736,"? 41.57","53.99"
355,"20221006",19057,"? 1,265.62","2319.99"
480,"20221006",19057,"? 0.86","2.29"
357,"20221006",14702,"? 1,265.62","2319.99"
478,"20221006",14702,"? 3.74","9.99"
222,"20221006",14702,"? 13.09","34.99"
225,"20221006",14702,"? 6.92","8.99"
372,"20221006",25796,"? 1,554.95","2443.35"
540,"20221006",25796,"? 12.19","32.60"
590,"20221006",19419,"? 419.78","769.49"
237,"20221006",19419,"? 38.49","49.99"
582,"20221006",18008,"? 1,082.51","1700.99"
231,"20221006",18008,"? 38.49","49.99"
225,"20221006",18008,"? 6.92","8.99"
529,"20221006",29134,"? 1.49","3.99"
480,"20221006",29134,"? 0.86","2.29"
541,"20221006",26258,"? 10.84","28.99"
530,"20221006",26258,"? 1.87","4.99"
480,"20221006",26258,"? 0.86","2.29"
540,"20221006",24758,"? 12.19","32.60"
480,"20221006",24758,"? 0.86","2.29"
529,"20221006",24765,"? 1.49","3.99"
540,"20221006",24765,"? 12.19","32.60"
225,"20221006",24765,"? 6.92","8.99"
490,"20221006",24765,"? 41.57","53.99"
529,"20221006",24288,"? 1.49","3.99"
540,"20221006",24288,"? 12.19","32.60"
217,"20221006",24288,"? 13.09","34.99"
540,"20221006",24519,"? 12.19","32.60"
529,"20221006",24519,"? 1.49","3.99"
480,"20221006",24519,"? 0.86","2.29"
540,"20221006",15859,"? 12.19","32.60"
480,"20221006",15859,"? 0.86","2.29"
540,"20221006",23800,"? 12.19","32.60"
529,"20221006",23800,"? 1.49","3.99"
214,"20221006",23800,"? 13.09","34.99"
536,"20221006",22101,"? 11.22","29.99"
480,"20221006",22101,"? 0.86","2.29"
536,"20221006",22102,"? 11.22","29.99"
528,"20221006",22102,"? 1.87","4.99"
228,"20221006",22102,"? 38.49","49.99"
536,"20221006",11505,"? 11.22","29.99"
528,"20221006",11505,"? 1.87","4.99"
480,"20221006",11505,"? 0.86","2.29"
484,"20221006",11505,"? 2.97","7.95"
478,"20221006",22053,"? 3.74","9.99"
476,"20221006",20305,"? 26.18","69.99"
476,"20221006",19799,"? 26.18","69.99"
481,"20221006",19799,"? 3.36","8.99"
477,"20221006",11200,"? 1.87","4.99"
528,"20221006",14384,"? 1.87","4.99"
222,"20221006",14384,"? 13.09","34.99"
491,"20221006",14384,"? 41.57","53.99"
528,"20221006",15282,"? 1.87","4.99"
480,"20221006",15282,"? 0.86","2.29"
528,"20221006",14693,"? 1.87","4.99"
217,"20221006",14693,"? 13.09","34.99"
528,"20221006",20557,"? 1.87","4.99"
535,"20221006",20557,"? 9.35","24.99"
222,"20221006",20557,"? 13.09","34.99"
540,"20221006",12862,"? 12.19","32.60"
222,"20221006",12862,"? 13.09","34.99"
234,"20221006",12862,"? 38.49","49.99"
529,"20221006",15108,"? 1.49","3.99"
540,"20221006",15108,"? 12.19","32.60"
217,"20221006",15108,"? 13.09","34.99"
231,"20221006",15108,"? 38.49","49.99"
535,"20221006",20571,"? 9.35","24.99"
536,"20221006",21831,"? 11.22","29.99"
528,"20221006",21831,"? 1.87","4.99"
530,"20221006",15712,"? 1.87","4.99"
479,"20221006",15712,"? 3.36","8.99"
477,"20221006",15712,"? 1.87","4.99"
485,"20221006",13294,"? 8.22","21.98"
478,"20221006",13294,"? 3.74","9.99"
477,"20221006",13294,"? 1.87","4.99"
231,"20221006",13294,"? 38.49","49.99"
485,"20221006",13172,"? 8.22","21.98"
480,"20221006",13172,"? 0.86","2.29"
485,"20221006",12910,"? 8.22","21.98"
214,"20221006",12910,"? 13.09","34.99"
485,"20221006",13207,"? 8.22","21.98"
473,"20221006",13207,"? 23.75","63.50"
599,"20221006",16122,"? 294.58","539.99"
535,"20221006",16122,"? 9.35","24.99"
528,"20221006",16122,"? 1.87","4.99"
363,"20221006",16908,"? 1,251.98","2294.99"
485,"20221006",16908,"? 8.22","21.98"
234,"20221006",16908,"? 38.49","49.99"
357,"20221006",18377,"? 1,265.62","2319.99"
528,"20221006",18377,"? 1.87","4.99"
537,"20221006",18377,"? 13.09","35.00"
217,"20221006",18377,"? 13.09","34.99"
355,"20221006",16100,"? 1,265.62","2319.99"
478,"20221006",16100,"? 3.74","9.99"
477,"20221006",16100,"? 1.87","4.99"
222,"20221006",16100,"? 13.09","34.99"
565,"20221006",28698,"? 461.44","742.35"
479,"20221006",28698,"? 3.36","8.99"
477,"20221006",28698,"? 1.87","4.99"
225,"20221006",28698,"? 6.92","8.99"
386,"20221006",26752,"? 713.08","1120.49"
479,"20221006",26752,"? 3.36","8.99"
477,"20221006",26752,"? 1.87","4.99"
581,"20221006",21979,"? 1,082.51","1700.99"
488,"20221006",21979,"? 41.57","53.99"
582,"20221006",23663,"? 1,082.51","1700.99"
382,"20221006",26024,"? 713.08","1120.49"
479,"20221006",26024,"? 3.36","8.99"
477,"20221006",26024,"? 1.87","4.99"
217,"20221006",26024,"? 13.09","34.99"
605,"20221006",25556,"? 343.65","539.99"
479,"20221006",25556,"? 3.36","8.99"
477,"20221006",25556,"? 1.87","4.99"
355,"20221006",15181,"? 1,265.62","2319.99"
485,"20221006",15181,"? 8.22","21.98"
222,"20221006",15181,"? 13.09","34.99"
376,"20221006",21886,"? 1,554.95","2443.35"
529,"20221006",21886,"? 1.49","3.99"
540,"20221006",21886,"? 12.19","32.60"
217,"20221006",21886,"? 13.09","34.99"
357,"20221006",15716,"? 1,265.62","2319.99"
214,"20221006",15716,"? 13.09","34.99"
488,"20221006",15716,"? 41.57","53.99"
225,"20221006",15716,"? 6.92","8.99"
563,"20221006",27521,"? 1,481.94","2384.07"
541,"20221006",27521,"? 10.84","28.99"
579,"20221006",25994,"? 755.15","1214.85"
541,"20221006",25994,"? 10.84","28.99"
530,"20221006",25994,"? 1.87","4.99"
480,"20221006",25994,"? 0.86","2.29"
605,"20221006",23818,"? 343.65","539.99"
479,"20221006",23818,"? 3.36","8.99"
477,"20221006",23818,"? 1.87","4.99"
606,"20221006",23474,"? 343.65","539.99"
538,"20221006",23474,"? 8.04","21.49"
529,"20221006",23474,"? 1.49","3.99"
214,"20221006",23474,"? 13.09","34.99"
580,"20221006",18548,"? 1,082.51","1700.99"
488,"20221006",18548,"? 41.57","53.99"
583,"20221006",21269,"? 1,082.51","1700.99"
217,"20221006",21269,"? 13.09","34.99"
606,"20221006",23444,"? 343.65","539.99"
225,"20221006",23444,"? 6.92","8.99"
606,"20221006",12805,"? 343.65","539.99"
479,"20221006",12805,"? 3.36","8.99"
477,"20221006",12805,"? 1.87","4.99"
214,"20221006",12805,"? 13.09","34.99"
574,"20221006",12989,"? 1,481.94","2384.07"
477,"20221006",12989,"? 1.87","4.99"
479,"20221006",12989,"? 3.36","8.99"
539,"20221007",17073,"? 9.35","24.99"
529,"20221007",17073,"? 1.49","3.99"
538,"20221007",17907,"? 8.04","21.49"
529,"20221007",17907,"? 1.49","3.99"
480,"20221007",17907,"? 0.86","2.29"
485,"20221007",19571,"? 8.22","21.98"
214,"20221007",19571,"? 13.09","34.99"
465,"20221007",12359,"? 9.16","24.49"
372,"20221007",16538,"? 1,554.95","2443.35"
214,"20221007",16538,"? 13.09","34.99"
363,"20221007",14776,"? 1,251.98","2294.99"
222,"20221007",14776,"? 13.09","34.99"
353,"20221007",19910,"? 1,265.62","2319.99"
485,"20221007",19910,"? 8.22","21.98"
472,"20221007",19910,"? 23.75","63.50"
376,"20221007",20892,"? 1,554.95","2443.35"
477,"20221007",20892,"? 1.87","4.99"
479,"20221007",20892,"? 3.36","8.99"
225,"20221007",28335,"? 6.92","8.99"
489,"20221007",28335,"? 41.57","53.99"
535,"20221007",26479,"? 9.35","24.99"
528,"20221007",26479,"? 1.87","4.99"
480,"20221007",26479,"? 0.86","2.29"
540,"20221007",15007,"? 12.19","32.60"
480,"20221007",15007,"? 0.86","2.29"
535,"20221007",12106,"? 9.35","24.99"
528,"20221007",12532,"? 1.87","4.99"
536,"20221007",12532,"? 11.22","29.99"
217,"20221007",12532,"? 13.09","34.99"
540,"20221007",24954,"? 12.19","32.60"
529,"20221007",24954,"? 1.49","3.99"
217,"20221007",24954,"? 13.09","34.99"
536,"20221007",11498,"? 11.22","29.99"
528,"20221007",11498,"? 1.87","4.99"
214,"20221007",11498,"? 13.09","34.99"
463,"20221007",11498,"? 9.16","24.49"
528,"20221007",23001,"? 1.87","4.99"
536,"20221007",23001,"? 11.22","29.99"
480,"20221007",23001,"? 0.86","2.29"
474,"20221007",19767,"? 26.18","69.99"
467,"20221007",19767,"? 9.16","24.49"
225,"20221007",20342,"? 6.92","8.99"
476,"20221007",20342,"? 26.18","69.99"
475,"20221007",20022,"? 26.18","69.99"
237,"20221007",20022,"? 38.49","49.99"
477,"20221007",26730,"? 1.87","4.99"
477,"20221007",17435,"? 1.87","4.99"
225,"20221007",17435,"? 6.92","8.99"
488,"20221007",17435,"? 41.57","53.99"
477,"20221007",18661,"? 1.87","4.99"
477,"20221007",13199,"? 1.87","4.99"
217,"20221007",13199,"? 13.09","34.99"
528,"20221007",15911,"? 1.87","4.99"
485,"20221007",15911,"? 8.22","21.98"
225,"20221007",28743,"? 6.92","8.99"
475,"20221007",28743,"? 26.18","69.99"
490,"20221007",29419,"? 41.57","53.99"
477,"20221007",19374,"? 1.87","4.99"
467,"20221007",19374,"? 9.16","24.49"
541,"20221007",26394,"? 10.84","28.99"
530,"20221007",26394,"? 1.87","4.99"
530,"20221007",28467,"? 1.87","4.99"
541,"20221007",28467,"? 10.84","28.99"
480,"20221007",28467,"? 0.86","2.29"
541,"20221007",23748,"? 10.84","28.99"
530,"20221007",23748,"? 1.87","4.99"
480,"20221007",23748,"? 0.86","2.29"
538,"20221007",24879,"? 8.04","21.49"
530,"20221007",27188,"? 1.87","4.99"
